txn_id,from_account,to_account,amount,timestamp,channel,tag
TXN000093,ACC-G0082,ACC-G0015,333.54,2026-05-16T15:51:08,ACH,
TXN000898,ACC-G0186,ACC-G0032,2588.07,2026-05-16T15:56:21,ACH,
TXN001139,ACC-X004,ACC-X005,69161.81,2026-05-16T16:00:00,ACH,stealth-hop
TXN000412,ACC-G0097,ACC-G0056,2191.65,2026-05-16T16:01:06,Cheque,
TXN001141,ACC-X008,ACC-X001,83675.2,2026-05-16T17:00:00,ACH,stealth-hop
TXN000033,ACC-G0003,ACC-G0087,1802.71,2026-05-16T18:27:43,ACH,
TXN000409,ACC-G0096,ACC-G0210,4232.32,2026-05-16T18:55:10,ACH,
TXN000483,ACC-G0149,ACC-G0108,1681.22,2026-05-16T19:10:14,Wire,
TXN000378,ACC-G0103,ACC-G0087,10503.0,2026-05-16T19:32:07,Wire,
TXN000080,ACC-G0010,ACC-G0180,3139.37,2026-05-16T19:35:59,ACH,
TXN000487,ACC-G0108,ACC-G0140,1644.75,2026-05-16T19:38:02,Cash,
TXN000996,ACC-G0207,ACC-G0054,235.54,2026-05-16T19:45:38,ACH,
TXN000405,ACC-G0118,ACC-G0094,858.31,2026-05-16T20:07:56,Cheque,
TXN000420,ACC-G0029,ACC-G0102,338.44,2026-05-16T20:49:58,Cash,
TXN001017,ACC-V001,ACC-P001,4100.0,2026-05-17T05:42:00,ACH,victim-history
TXN000470,ACC-G0106,ACC-G0135,3050.46,2026-05-17T07:23:32,ACH,
TXN000440,ACC-G0127,ACC-G0103,389.12,2026-05-17T07:32:10,Cheque,
TXN000664,ACC-G0143,ACC-G0068,5995.79,2026-05-17T07:34:22,Cheque,
TXN000397,ACC-G0119,ACC-G0091,1629.26,2026-05-17T07:46:06,Cash,
TXN000699,ACC-G0152,ACC-G0157,576.6,2026-05-17T07:50:17,ACH,
TXN000232,ACC-G0098,ACC-G0048,648.58,2026-05-17T08:01:30,ACH,
TXN000983,ACC-G0109,ACC-G0203,818.7,2026-05-17T09:09:23,Cheque,
TXN000180,ACC-G0165,ACC-G0032,605.06,2026-05-17T09:19:17,ACH,
TXN000273,ACC-G0026,ACC-G0063,778.33,2026-05-17T09:25:18,Credit Card,
TXN001144,ACC-X005,ACC-X006,51621.7,2026-05-17T10:00:00,ACH,stealth-hop
TXN000503,ACC-G0004,ACC-G0110,594.28,2026-05-17T10:02:50,Credit Card,
TXN000980,ACC-G0041,ACC-G0202,1361.33,2026-05-17T11:07:17,ACH,
TXN000158,ACC-G0040,ACC-G0028,278.69,2026-05-17T11:25:42,ACH,
TXN000242,ACC-G0204,ACC-G0053,482.15,2026-05-17T11:38:08,Credit Card,
TXN000911,ACC-G0014,ACC-G0190,1019.19,2026-05-17T12:06:29,Credit Card,
TXN000126,ACC-G0023,ACC-G0064,729.24,2026-05-17T12:56:19,Cheque,
TXN000296,ACC-G0047,ACC-G0073,575.55,2026-05-17T12:57:23,Cheque,
TXN000526,ACC-G0117,ACC-G0092,11347.98,2026-05-17T13:20:50,Cheque,
TXN001145,ACC-X003,ACC-X004,41330.23,2026-05-17T14:00:00,ACH,stealth-hop
TXN000935,ACC-G0136,ACC-G0196,177.21,2026-05-17T14:06:45,ACH,
TXN000631,ACC-G0182,ACC-G0134,1802.12,2026-05-17T14:10:24,Cheque,
TXN001142,ACC-X006,ACC-X007,59830.1,2026-05-17T15:00:00,ACH,stealth-hop
TXN000660,ACC-G0140,ACC-G0113,1291.89,2026-05-17T15:08:13,Credit Card,
TXN001143,ACC-X004,ACC-X005,38234.15,2026-05-17T16:00:00,ACH,stealth-hop
TXN000957,ACC-G0167,ACC-G0198,178.86,2026-05-17T16:06:20,Cheque,
TXN001146,ACC-X008,ACC-X001,55078.94,2026-05-17T17:00:00,ACH,stealth-hop
TXN000432,ACC-G0102,ACC-G0184,4863.02,2026-05-17T17:51:44,ACH,
TXN000134,ACC-G0096,ACC-G0026,1493.24,2026-05-17T18:34:31,Credit Card,
TXN000473,ACC-G0107,ACC-G0005,1438.46,2026-05-17T19:23:24,Cheque,
TXN000356,ACC-G0086,ACC-G0156,2771.67,2026-05-17T19:52:03,Cheque,
TXN000743,ACC-G0157,ACC-G0051,737.79,2026-05-17T22:39:23,Wire,
TXN000693,ACC-G0103,ACC-G0150,1654.81,2026-05-17T22:48:49,ACH,
TXN000367,ACC-G0076,ACC-G0086,791.1,2026-05-17T23:53:53,Cheque,
TXN000512,ACC-G0051,ACC-G0113,485.46,2026-05-18T01:53:16,ACH,
TXN000090,ACC-G0057,ACC-G0014,358.03,2026-05-18T03:55:30,ACH,
TXN001087,ACC-T001,ACC-P001,6730.0,2026-05-18T05:37:00,ACH,ato-history
TXN001149,ACC-X001,ACC-X002,59409.39,2026-05-18T09:00:00,ACH,stealth-hop
TXN000845,ACC-G0126,ACC-G0176,663.22,2026-05-18T09:16:03,ACH,
TXN000540,ACC-G0094,ACC-G0121,7713.48,2026-05-18T09:38:29,Credit Card,
TXN001148,ACC-X005,ACC-X006,49796.5,2026-05-18T10:00:00,ACH,stealth-hop
TXN000120,ACC-G0015,ACC-G0022,495.78,2026-05-18T10:19:30,ACH,
TXN000304,ACC-G0150,ACC-G0075,1625.17,2026-05-18T10:29:06,Wire,
TXN000566,ACC-F006,ACC-G0124,160.61,2026-05-18T11:00:49,Credit Card,
TXN001019,ACC-F001,ACC-M001,162000.0,2026-05-18T11:20:00,Wire,funnel-in
TXN000545,ACC-G0053,ACC-G0121,1336.49,2026-05-18T11:26:56,Credit Card,
TXN000624,ACC-G0030,ACC-G0134,274.33,2026-05-18T11:48:40,Bitcoin,
TXN000832,ACC-G0173,ACC-G0114,310.05,2026-05-18T11:55:34,Cheque,
TXN001147,ACC-X007,ACC-X008,65079.86,2026-05-18T12:00:00,ACH,stealth-hop
TXN000184,ACC-G0160,ACC-G0033,990.7,2026-05-18T12:26:35,Cheque,
TXN000236,ACC-G0050,ACC-G0108,4486.75,2026-05-18T12:29:14,Wire,
TXN000460,ACC-G0073,ACC-G0105,631.87,2026-05-18T12:35:04,ACH,
TXN000674,ACC-G0146,ACC-G0178,363.45,2026-05-18T12:37:26,ACH,
TXN000278,ACC-G0066,ACC-G0175,326.95,2026-05-18T13:09:17,ACH,
TXN000952,ACC-F003,ACC-G0197,13249.33,2026-05-18T14:15:53,Wire,
TXN000190,ACC-G0034,ACC-G0008,223.59,2026-05-18T15:19:16,Cheque,
TXN000766,ACC-G0158,ACC-G0044,414.62,2026-05-18T16:13:08,Bitcoin,
TXN000035,ACC-G0003,ACC-G0087,939.26,2026-05-18T16:24:38,Cheque,
TXN000872,ACC-G0180,ACC-G0166,236.54,2026-05-18T16:29:44,ACH,
TXN000568,ACC-G0124,ACC-G0172,893.06,2026-05-18T18:12:33,Credit Card,
TXN000424,ACC-G0123,ACC-G0102,2277.35,2026-05-18T18:45:47,Cash,
TXN000053,ACC-G0004,ACC-G0189,536.83,2026-05-18T18:51:22,ACH,
TXN000991,ACC-G0205,ACC-G0105,2462.02,2026-05-18T19:45:31,Wire,
TXN000211,ACC-G0002,ACC-G0041,551.16,2026-05-18T20:27:11,Credit Card,
TXN000683,ACC-G0205,ACC-G0148,408.88,2026-05-19T01:32:25,Wire,
TXN000317,ACC-G0080,ACC-G0009,1117.72,2026-05-19T05:44:22,Cash,
TXN000874,ACC-G0180,ACC-G0166,1640.95,2026-05-19T07:10:15,Cheque,
TXN000840,ACC-G0077,ACC-G0175,1242.54,2026-05-19T07:44:04,Wire,
TXN000285,ACC-G0069,ACC-G0014,511.11,2026-05-19T08:10:16,Wire,
TXN000609,ACC-G0134,ACC-G0138,1192.1,2026-05-19T08:19:58,Credit Card,
TXN001152,ACC-X001,ACC-X002,39106.05,2026-05-19T09:00:00,ACH,stealth-hop
TXN000088,ACC-G0123,ACC-G0013,2174.33,2026-05-19T09:09:18,Cheque,
TXN000564,ACC-F006,ACC-G0124,334.66,2026-05-19T09:22:20,Credit Card,
TXN000727,ACC-G0100,ACC-G0157,1762.7,2026-05-19T09:24:04,Wire,
TXN000044,ACC-G0066,ACC-G0003,6221.97,2026-05-19T09:27:54,Credit Card,
TXN001157,ACC-X005,ACC-X007,36200.0,2026-05-19T10:20:00,ACH,stealth-chord
TXN000463,ACC-G0187,ACC-G0105,962.92,2026-05-19T11:20:27,ACH,
TXN000497,ACC-G0182,ACC-G0108,1720.03,2026-05-19T11:45:25,Credit Card,
TXN000708,ACC-G0156,ACC-G0131,1611.76,2026-05-19T11:49:43,Credit Card,
TXN001151,ACC-X007,ACC-X008,44274.27,2026-05-19T12:00:00,ACH,stealth-hop
TXN000836,ACC-G0091,ACC-G0174,475.15,2026-05-19T12:35:54,ACH,
TXN000468,ACC-G0181,ACC-G0105,976.55,2026-05-19T12:37:13,Cash,
TXN000411,ACC-G0056,ACC-G0097,3628.59,2026-05-19T12:54:31,Cheque,
TXN000205,ACC-G0039,ACC-G0107,5098.3,2026-05-19T13:02:59,ACH,
TXN001018,ACC-V001,ACC-P002,4910.0,2026-05-19T13:09:00,ACH,victim-history
TXN000610,ACC-G0134,ACC-G0138,3755.25,2026-05-19T13:51:12,Wire,
TXN000439,ACC-G0184,ACC-G0103,600.51,2026-05-19T14:04:50,Credit Card,
TXN001020,ACC-F002,ACC-M001,158500.0,2026-05-19T14:05:00,Wire,funnel-in
TXN000616,ACC-G0052,ACC-G0134,607.32,2026-05-19T14:38:14,ACH,
TXN000827,ACC-G0136,ACC-G0171,458.47,2026-05-19T14:48:50,Wire,
TXN001150,ACC-X006,ACC-X007,35102.76,2026-05-19T15:00:00,ACH,stealth-hop
TXN000472,ACC-G0106,ACC-G0135,583.87,2026-05-19T15:09:47,Credit Card,
TXN000635,ACC-G0135,ACC-F002,1183.46,2026-05-19T15:29:26,Cheque,
TXN000971,ACC-G0050,ACC-G0201,1971.42,2026-05-19T15:49:45,ACH,
TXN000476,ACC-G0107,ACC-G0051,178.58,2026-05-19T15:53:04,Cheque,
TXN000652,ACC-G0132,ACC-G0140,4491.24,2026-05-19T16:20:35,Cheque,
TXN000247,ACC-G0055,ACC-G0003,748.44,2026-05-19T16:49:31,Cheque,
TXN000923,ACC-G0196,ACC-G0121,442.85,2026-05-19T16:59:43,Cash,
TXN001154,ACC-X008,ACC-X001,45555.9,2026-05-19T17:00:00,ACH,stealth-hop
TXN000712,ACC-G0157,ACC-G0075,308.31,2026-05-19T17:11:57,ACH,
TXN000223,ACC-G0044,ACC-G0097,770.43,2026-05-19T17:20:24,ACH,
TXN000709,ACC-G0131,ACC-G0156,525.42,2026-05-19T17:33:21,Credit Card,
TXN000662,ACC-G0006,ACC-G0142,707.15,2026-05-19T17:40:57,ACH,
TXN000677,ACC-G0035,ACC-G0147,787.29,2026-05-19T18:07:37,Credit Card,
TXN000193,ACC-G0035,ACC-G0137,1596.85,2026-05-19T18:31:35,Credit Card,
TXN000899,ACC-G0186,ACC-G0026,800.7,2026-05-19T20:06:53,Cheque,
TXN000927,ACC-G0183,ACC-G0196,1795.01,2026-05-19T20:21:58,Credit Card,
TXN000318,ACC-G0009,ACC-G0080,411.11,2026-05-19T21:53:51,Cash,
TXN000390,ACC-G0159,ACC-G0089,263.13,2026-05-20T06:03:42,ACH,
TXN000244,ACC-G0042,ACC-G0054,1365.74,2026-05-20T06:22:00,Cheque,
TXN001088,ACC-T001,ACC-P001,6920.0,2026-05-20T08:08:00,ACH,ato-history
TXN000345,ACC-P001,ACC-G0085,2078.3,2026-05-20T08:48:28,ACH,
TXN000059,ACC-G0005,ACC-F005,1923.26,2026-05-20T08:48:41,ACH,
TXN000122,ACC-G0022,ACC-G0015,2448.99,2026-05-20T08:55:45,Cheque,
TXN000310,ACC-G0161,ACC-G0077,2458.63,2026-05-20T09:18:31,Cheque,
TXN000529,ACC-G0019,ACC-G0119,3750.65,2026-05-20T09:36:41,Credit Card,
TXN001021,ACC-F003,ACC-M001,171000.0,2026-05-20T09:40:00,Wire,funnel-in
TXN000975,ACC-G0041,ACC-G0201,2620.47,2026-05-20T10:37:02,Cheque,
TXN000368,ACC-G0076,ACC-G0086,1671.94,2026-05-20T10:43:06,Cheque,
TXN000915,ACC-G0042,ACC-G0192,1954.6,2026-05-20T10:43:06,Cheque,
TXN000272,ACC-G0026,ACC-G0063,2903.16,2026-05-20T10:44:01,Wire,
TXN000327,ACC-G0051,ACC-G0080,1616.54,2026-05-20T10:51:39,ACH,
TXN001153,ACC-X002,ACC-X003,40992.48,2026-05-20T11:00:00,ACH,stealth-hop
TXN000500,ACC-G0094,ACC-G0109,2158.23,2026-05-20T12:04:16,ACH,
TXN000750,ACC-G0158,ACC-G0113,579.21,2026-05-20T12:24:23,ACH,
TXN000789,ACC-G0159,ACC-G0184,1483.14,2026-05-20T13:03:58,Credit Card,
TXN000549,ACC-G0122,ACC-G0111,149.93,2026-05-20T13:20:01,ACH,
TXN000809,ACC-G0205,ACC-G0167,908.46,2026-05-20T13:21:11,Credit Card,
TXN000227,ACC-G0060,ACC-G0046,1352.33,2026-05-20T13:25:34,Cheque,
TXN000849,ACC-G0176,ACC-G0102,358.03,2026-05-20T13:42:48,Cheque,
TXN000972,ACC-G0050,ACC-G0201,897.87,2026-05-20T13:48:03,Bitcoin,
TXN000681,ACC-G0148,ACC-G0193,476.32,2026-05-20T14:12:13,Credit Card,
TXN000186,ACC-G0034,ACC-G0044,3392.09,2026-05-20T14:55:04,ACH,
TXN001009,ACC-P002,ACC-G0195,1373.05,2026-05-20T15:04:06,Credit Card,
TXN000252,ACC-G0059,ACC-G0056,1123.87,2026-05-20T15:10:39,ACH,
TXN000351,ACC-G0086,ACC-G0046,1094.54,2026-05-20T15:25:02,Cheque,
TXN000006,ACC-G0087,ACC-F003,3961.81,2026-05-20T15:31:58,Credit Card,
TXN000807,ACC-G0143,ACC-G0165,873.85,2026-05-20T15:33:54,Cheque,
TXN000878,ACC-G0180,ACC-G0059,5194.28,2026-05-20T15:58:05,Bitcoin,
TXN000601,ACC-G0084,ACC-G0131,1459.63,2026-05-20T16:09:44,Credit Card,
TXN000148,ACC-G0027,ACC-G0143,4502.1,2026-05-20T16:15:15,ACH,
TXN000799,ACC-G0166,ACC-G0162,1325.33,2026-05-20T16:37:30,Credit Card,
TXN000001,ACC-F001,ACC-G0163,1447.5,2026-05-20T16:41:05,Wire,
TXN000914,ACC-G0059,ACC-G0191,233.92,2026-05-20T17:21:58,Wire,
TXN000133,ACC-G0025,ACC-G0032,345.98,2026-05-20T19:08:20,Cash,
TXN000667,ACC-G0144,ACC-G0081,1901.35,2026-05-20T19:40:53,Credit Card,
TXN000887,ACC-G0183,ACC-G0029,2026.84,2026-05-20T20:51:38,Credit Card,
TXN000719,ACC-G0157,ACC-G0208,1645.61,2026-05-21T00:02:42,Cheque,
TXN001001,ACC-G0208,ACC-G0168,259.17,2026-05-21T06:20:27,Wire,
TXN000024,ACC-G0186,ACC-G0002,809.15,2026-05-21T07:31:39,Cheque,
TXN000711,ACC-G0075,ACC-G0157,1701.55,2026-05-21T08:07:05,Wire,
TXN000904,ACC-G0188,ACC-G0017,311.85,2026-05-21T08:19:31,Wire,
TXN000648,ACC-G0138,ACC-G0140,1594.07,2026-05-21T09:18:16,Wire,
TXN000873,ACC-G0180,ACC-G0166,2941.37,2026-05-21T09:28:50,Credit Card,
TXN000494,ACC-G0108,ACC-F005,1366.9,2026-05-21T09:51:20,Cheque,
TXN000919,ACC-G0204,ACC-G0194,8701.22,2026-05-21T09:53:40,Wire,
TXN000557,ACC-G0123,ACC-G0063,490.83,2026-05-21T10:23:56,ACH,
TXN000608,ACC-G0095,ACC-G0133,148.1,2026-05-21T10:24:56,Reinvestment,
TXN000413,ACC-G0136,ACC-G0098,2609.51,2026-05-21T10:32:35,ACH,
TXN000263,ACC-G0060,ACC-G0050,2805.48,2026-05-21T11:05:23,Credit Card,
TXN000096,ACC-G0016,ACC-G0076,958.37,2026-05-21T11:07:51,Cheque,
TXN000084,ACC-G0001,ACC-G0011,1199.15,2026-05-21T11:09:08,ACH,
TXN000751,ACC-G0113,ACC-G0158,1660.3,2026-05-21T11:17:12,Cheque,
TXN000604,ACC-G0165,ACC-G0132,12030.09,2026-05-21T11:24:32,Bitcoin,
TXN000022,ACC-G0054,ACC-F006,463.34,2026-05-21T12:08:02,Cash,
TXN000726,ACC-F004,ACC-G0157,891.6,2026-05-21T12:12:08,ACH,
TXN000451,ACC-G0103,ACC-G0005,1139.22,2026-05-21T12:20:01,Cheque,
TXN000502,ACC-G0004,ACC-G0110,9025.12,2026-05-21T13:00:12,Wire,
TXN000245,ACC-G0054,ACC-G0042,402.91,2026-05-21T13:43:31,Cheque,
TXN000060,ACC-F005,ACC-G0005,2222.99,2026-05-21T13:48:36,Wire,
TXN000645,ACC-G0140,ACC-G0138,5613.06,2026-05-21T13:51:11,Cash,
TXN000541,ACC-G0074,ACC-G0121,9919.85,2026-05-21T13:58:22,Cheque,
TXN000594,ACC-G0130,ACC-G0003,351.03,2026-05-21T14:35:39,Reinvestment,
TXN000466,ACC-G0105,ACC-G0185,116.18,2026-05-21T14:53:17,Wire,
TXN000679,ACC-G0148,ACC-G0193,2486.9,2026-05-21T15:05:13,Wire,
TXN000181,ACC-G0165,ACC-G0032,7656.54,2026-05-21T15:35:31,ACH,
TXN001022,ACC-F004,ACC-M001,155200.0,2026-05-21T16:15:00,Wire,funnel-in
TXN000331,ACC-G0083,ACC-G0122,124.17,2026-05-21T17:14:10,Cheque,
TXN000571,ACC-G0125,ACC-G0044,1139.04,2026-05-21T18:42:31,Cheque,
TXN000162,ACC-G0152,ACC-G0028,6640.47,2026-05-21T20:18:23,Credit Card,
TXN001006,ACC-G0103,ACC-G0209,3200.29,2026-05-21T20:53:16,ACH,
TXN000196,ACC-G0137,ACC-G0035,7208.27,2026-05-21T21:33:02,Wire,
TXN000007,ACC-F003,ACC-G0087,530.54,2026-05-22T01:51:29,Cash,
TXN000364,ACC-G0148,ACC-G0086,303.96,2026-05-22T01:58:08,Credit Card,
TXN000454,ACC-G0104,ACC-G0108,3874.04,2026-05-22T05:10:34,ACH,
TXN000135,ACC-G0026,ACC-G0096,1886.64,2026-05-22T07:26:37,ACH,
TXN000471,ACC-G0106,ACC-G0135,28955.16,2026-05-22T08:32:08,Cheque,
TXN001089,ACC-T001,ACC-T002,7110.0,2026-05-22T09:39:00,ACH,ato-history
TXN000607,ACC-G0133,ACC-G0095,892.89,2026-05-22T11:40:19,ACH,
TXN000653,ACC-G0140,ACC-G0132,1960.81,2026-05-22T11:58:56,Wire,
TXN000270,ACC-G0062,ACC-G0053,780.56,2026-05-22T12:13:05,Cash,
TXN001158,ACC-X007,ACC-X001,34800.0,2026-05-22T12:20:00,ACH,stealth-chord
TXN000875,ACC-G0056,ACC-G0180,3084.49,2026-05-22T12:20:28,Cheque,
TXN001023,ACC-F005,ACC-M001,166400.0,2026-05-22T12:50:00,Wire,funnel-in
TXN000530,ACC-G0119,ACC-G0019,1486.08,2026-05-22T13:49:47,Cheque,
TXN000735,ACC-G0157,ACC-G0171,9341.41,2026-05-22T14:08:20,Wire,
TXN000854,ACC-G0177,ACC-G0127,1035.92,2026-05-22T14:25:15,ACH,
TXN000067,ACC-G0011,ACC-G0008,268.13,2026-05-22T14:50:40,Credit Card,
TXN000280,ACC-G0175,ACC-G0066,274.95,2026-05-22T15:19:44,Cheque,
TXN000142,ACC-G0194,ACC-G0027,2328.74,2026-05-22T15:44:16,Credit Card,
TXN000286,ACC-G0014,ACC-G0069,3435.9,2026-05-22T16:14:47,Cheque,
TXN000019,ACC-F006,ACC-G0054,353.06,2026-05-22T16:16:37,Cheque,
TXN000513,ACC-G0113,ACC-G0051,2124.39,2026-05-22T16:21:04,Credit Card,
TXN000427,ACC-F002,ACC-G0102,297.18,2026-05-22T16:43:47,Cash,
TXN000946,ACC-G0032,ACC-G0197,870.92,2026-05-22T16:55:19,Credit Card,
TXN000005,ACC-F003,ACC-G0087,1265.47,2026-05-22T17:10:11,ACH,
TXN000714,ACC-G0135,ACC-G0157,1501.49,2026-05-22T17:20:16,ACH,
TXN000632,ACC-G0092,ACC-G0134,4293.33,2026-05-22T18:10:55,ACH,
TXN000239,ACC-G0052,ACC-G0200,1457.78,2026-05-22T18:33:40,Cheque,
TXN000208,ACC-F005,ACC-G0040,392.49,2026-05-22T19:21:24,Credit Card,
TXN000989,ACC-G0066,ACC-G0205,952.5,2026-05-22T22:21:13,Cheque,
TXN000606,ACC-G0132,ACC-G0165,5130.76,2026-05-23T04:15:59,Cheque,
TXN000121,ACC-G0015,ACC-G0022,423.9,2026-05-23T06:28:26,Cheque,
TXN000138,ACC-G0196,ACC-G0027,380.3,2026-05-23T07:01:28,Cheque,
TXN000065,ACC-G0008,ACC-G0011,2835.66,2026-05-23T07:41:11,ACH,
TXN000282,ACC-G0067,ACC-G0185,2860.99,2026-05-23T08:00:10,Cheque,
TXN000140,ACC-G0196,ACC-G0027,403.26,2026-05-23T08:13:35,Cheque,
TXN000527,ACC-G0118,ACC-G0141,1138.66,2026-05-23T08:13:52,ACH,
TXN000908,ACC-G0126,ACC-G0189,577.88,2026-05-23T08:31:33,Credit Card,
TXN000990,ACC-G0205,ACC-G0105,499.61,2026-05-23T08:59:00,Credit Card,
TXN000590,ACC-G0130,ACC-G0181,473.81,2026-05-23T09:03:43,Credit Card,
TXN000676,ACC-G0035,ACC-G0147,464.01,2026-05-23T09:42:42,ACH,
TXN000881,ACC-G0182,ACC-G0167,4468.76,2026-05-23T09:55:52,Wire,
TXN000004,ACC-F002,ACC-G0005,509.1,2026-05-23T10:01:02,Cheque,
TXN000705,ACC-G0155,ACC-G0188,269.21,2026-05-23T11:16:09,Cheque,
TXN000228,ACC-G0060,ACC-G0046,782.65,2026-05-23T12:02:50,Bitcoin,
TXN000415,ACC-G0082,ACC-G0099,230.72,2026-05-23T12:06:48,Credit Card,
TXN000100,ACC-G0016,ACC-G0127,1185.19,2026-05-23T12:44:28,Cheque,
TXN000626,ACC-G0134,ACC-G0017,595.65,2026-05-23T13:09:29,Wire,
TXN000144,ACC-G0027,ACC-G0194,5267.69,2026-05-23T13:30:22,Credit Card,
TXN000895,ACC-G0185,ACC-G0121,1732.34,2026-05-23T14:29:31,ACH,
TXN001024,ACC-V001,ACC-P001,95000.0,2026-05-23T15:00:00,Wire,scam-s3
TXN000392,ACC-G0089,ACC-G0159,1436.94,2026-05-23T15:00:19,Cheque,
TXN001000,ACC-G0044,ACC-G0208,664.97,2026-05-23T15:39:16,Credit Card,
TXN000917,ACC-G0204,ACC-G0194,420.0,2026-05-23T15:51:19,ACH,
TXN000639,ACC-G0168,ACC-G0136,580.05,2026-05-23T16:36:50,Credit Card,
TXN000617,ACC-G0134,ACC-G0033,674.36,2026-05-23T17:08:32,Wire,
TXN000430,ACC-G0131,ACC-G0102,617.93,2026-05-23T17:13:48,Cheque,
TXN000552,ACC-G0111,ACC-G0122,400.18,2026-05-23T17:21:05,Wire,
TXN000665,ACC-G0143,ACC-G0068,1413.37,2026-05-23T17:36:15,ACH,
TXN000879,ACC-G0180,ACC-G0059,1497.44,2026-05-23T18:03:25,Credit Card,
TXN000846,ACC-G0102,ACC-G0176,155.62,2026-05-23T18:06:37,Cheque,
TXN000800,ACC-G0166,ACC-G0162,489.32,2026-05-23T18:23:32,Credit Card,
TXN000758,ACC-G0158,ACC-G0164,232.8,2026-05-23T18:28:31,ACH,
TXN000479,ACC-G0107,ACC-G0120,1846.7,2026-05-23T18:42:14,Cheque,
TXN000385,ACC-G0079,ACC-G0087,659.46,2026-05-23T19:19:08,ACH,
TXN001025,ACC-V001,ACC-P002,110000.0,2026-05-23T19:30:00,Wire,scam-s3
TXN000779,ACC-G0116,ACC-G0159,785.42,2026-05-23T19:50:09,ACH,
TXN000365,ACC-G0086,ACC-G0061,142.72,2026-05-23T21:41:17,Cheque,
TXN000918,ACC-G0194,ACC-G0204,2614.93,2026-05-23T22:54:01,ACH,
TXN000326,ACC-G0080,ACC-G0051,4595.34,2026-05-24T00:44:36,Cheque,
TXN001026,ACC-V001,ACC-M001,275000.0,2026-05-24T06:00:00,Wire,scam-s1
TXN001027,ACC-M001,ACC-M002,210000.0,2026-05-24T07:30:00,Wire,mule-out
TXN000576,ACC-G0181,ACC-G0128,307.39,2026-05-24T07:40:36,Cheque,
TXN000333,ACC-G0083,ACC-G0122,2073.33,2026-05-24T07:57:05,Cheque,
TXN000700,ACC-G0157,ACC-G0152,1053.8,2026-05-24T08:11:58,Credit Card,
TXN000525,ACC-G0117,ACC-G0092,965.53,2026-05-24T08:51:00,ACH,
TXN001028,ACC-M001,ACC-M003,195000.0,2026-05-24T09:45:00,Wire,mule-out
TXN000515,ACC-G0113,ACC-G0169,8434.52,2026-05-24T09:47:15,Cash,
TXN000408,ACC-G0095,ACC-G0061,956.21,2026-05-24T10:22:42,Credit Card,
TXN000585,ACC-F001,ACC-G0130,801.57,2026-05-24T10:30:11,Cheque,
TXN000040,ACC-G0003,ACC-G0097,1939.28,2026-05-24T11:08:35,ACH,
TXN000057,ACC-G0005,ACC-G0006,9387.51,2026-05-24T11:21:49,ACH,
TXN000891,ACC-F002,ACC-G0184,1746.52,2026-05-24T11:27:18,Cash,
TXN001029,ACC-M001,ACC-R001,235000.0,2026-05-24T12:10:00,Wire,mule-out
TXN000225,ACC-G0097,ACC-G0044,662.04,2026-05-24T12:45:13,Cheque,
TXN000191,ACC-G0008,ACC-G0034,159.94,2026-05-24T12:53:20,Cash,
TXN000627,ACC-G0134,ACC-G0017,14454.24,2026-05-24T13:11:49,Credit Card,
TXN000600,ACC-G0131,ACC-G0038,438.81,2026-05-24T13:13:34,Cheque,
TXN000047,ACC-G0003,ACC-G0027,1000.0,2026-05-24T13:24:26,Cheque,
TXN001033,ACC-M002,ACC-R004,178000.0,2026-05-24T13:40:00,Wire,mule-out
TXN000336,ACC-G0092,ACC-G0083,1412.75,2026-05-24T13:42:18,ACH,
TXN000431,ACC-G0184,ACC-G0102,7715.68,2026-05-24T14:14:47,Credit Card,
TXN000783,ACC-G0159,ACC-G0102,1835.09,2026-05-24T14:32:21,Credit Card,
TXN000998,ACC-G0207,ACC-G0054,427.71,2026-05-24T14:43:38,Credit Card,
TXN000730,ACC-G0020,ACC-G0157,3221.65,2026-05-24T14:59:04,ACH,
TXN000703,ACC-G0093,ACC-G0154,1678.52,2026-05-24T15:13:36,Credit Card,
TXN001030,ACC-M001,ACC-R002,165000.0,2026-05-24T15:20:00,Wire,mule-out
TXN000219,ACC-G0072,ACC-G0043,205.15,2026-05-24T15:38:39,ACH,
TXN000417,ACC-G0022,ACC-G0100,143.5,2026-05-24T16:06:16,Credit Card,
TXN000950,ACC-G0197,ACC-F003,398.65,2026-05-24T16:08:33,Reinvestment,
TXN001034,ACC-M003,ACC-R005,166000.0,2026-05-24T16:25:00,Wire,mule-out
TXN000861,ACC-G0179,ACC-G0025,2796.21,2026-05-24T16:59:27,ACH,
TXN000555,ACC-G0123,ACC-G0009,510.53,2026-05-24T17:33:42,Bitcoin,
TXN000493,ACC-F005,ACC-G0108,1204.83,2026-05-24T17:36:33,ACH,
TXN000375,ACC-G0086,ACC-G0012,188.99,2026-05-24T17:48:58,ACH,
TXN000721,ACC-G0157,ACC-G0208,3310.27,2026-05-24T17:50:04,Cheque,
TXN001031,ACC-M001,ACC-R003,141650.0,2026-05-24T18:00:00,Wire,mule-out
TXN000506,ACC-G0065,ACC-G0111,4312.07,2026-05-24T18:58:37,Cheque,
TXN000688,ACC-G0149,ACC-G0076,1457.09,2026-05-24T19:42:27,Bitcoin,
TXN000850,ACC-G0155,ACC-G0177,2389.28,2026-05-24T20:17:59,Credit Card,
TXN000573,ACC-G0127,ACC-G0114,923.02,2026-05-24T20:26:52,Cheque,
